Date;Service;Gare de départ;Gare d'arrivée;Durée moyenne du trajet;Nombre de circulations prévues;Nombre de trains annulés;Commentaire annulations;Nombre de trains en retard au départ;Retard moyen des trains en retard au départ;Retard moyen de tous les trains au départ;Commentaire retards au départ;Nombre de trains en retard à l'arrivée;Retard moyen des trains en retard à l'arrivée;Retard moyen de tous les trains à l'arrivée;Commentaire retards à l'arrivée;Nombre trains en retard > 15min;Retard moyen trains en retard > 15 (si liaison concurrencée par vol);Nombre trains en retard > 30min;Nombre trains en retard > 60min;Prct retard pour causes externes;Prct retard pour cause infrastructure;Prct retard pour cause gestion trafic;Prct retard pour cause matériel roulant;Prct retard pour cause gestion en gare et réutilisation de matériel;Prct retard pour cause prise en compte voyageurs (affluence, gestions PSH, correspondances)
2018-01;National;LYON PART DIEU;LILLE;189.0;296.0;3.0;;218.0;10.35810398;7.809613197;;67.0;44.43731343;12.04897611;"Deux accidents de personne  se sont produits sur le secteur Nord, l’un à Fresnoy avec un train Eurostar le 16, et l’autre près de Lille Europe le 25 avec un train Ouigo. 
Aussi en matière de causes retards, le domaine « Externe réseau » est bien le plus marquant avec quasiment cinq points, représentant le tiers de l’irrégularité totale. Et pour les résultats composite et cinq minutes du mois, cela correspond à une baisse d’au moins deux points.
La cause des dérangements se place en seconde position mais avec un taux bien limité, exemple de l’Incident JIC* de Pierrefitte le 10 qui a concerné 14 TGV.";64.0;12.04897611;35.0;12.0;30.76923077;32.69230769;9.615384615;17.30769231;3.846153846;5.769230769
2018-01;National;PARIS NORD;DOUAI;69.0;192;2.0;;29.0;10.39367816;1.437105263;;30.0;19.24777778;2.288070175;;11.0;2.288070175;5.0;3.0;37.5;33.33333333;12.5;12.5;4.166666667;0.0
2018-01;National;PARIS VAUGIRARD;BORDEAUX ST JEAN;165.0;63.0;1.0;;12.0;22.31805556;3.89327957;;5.0;44.55;3.429569892;;4.0;3.429569892;3.0;1.0;60.0;0.0;0,0;40.0;;0.0
2018-01;National;PARIS VAUGIRARD;NANTES;140.0;62.0;0.0;Non communiqué;15.0;11.64111111;2.522043011;;10.0;34.23166667;7.565591398;;6.0;7.565591398;3.0;3.0;30.0;30.0;20.0;10.0;10.0;0.0
2018-01;National;RENNES;PARIS VAUGIRARD;111.0;31.0;0.0;;7.0;2.857142857;;;2.0;24.33333333;3.160752688;;2.0;3.160752688;0.0;0.0;50.0;0.0;50.0;0.0;0.0;0.0
2018-01;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;131.0;205.0;;;27.0;6.514197531;0.50990099;;15.0;25.29444444;1.401320132;;9.0;1.401320132;3.0;2.0;30.76923077;23.07692308;23.077;0.0;7.692307692;15.38461538
2018-01;National;DIJON VILLE;PARIS LYON;98.0;451.0;7.0;;264.0;6.674873737;4.068093093;;42.0;28.48611111;2.398836336;Non communiqué;29.0;2.398836336;;5.0;25.0;12.5;40.0;7.5;2.5;12.5
2018-01;National;MARSEILLE ST CHARLES;PARIS LYON;202.0;431.0;0.0;;85.0;8.292352941;1.546017015;;40.0;35.71166667;4.270301624;;40.0;4.270301624;19.0;8.0;39.47368421;21.05263158;10.52631579;26.31578947;0.0;2.631578947
2018-01;National;PARIS LYON;AVIGNON TGV;159.0; 462.0 ;0.0;;48.0;11.04236111;0.855627706;;64.0;31.44114583;5.880880231;;45.0;5.880880231;19.0;8.0;30.15873016;25.3968254;19.04761905;22.22222222;3.174603175;0.0
2018-01;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;128.0;202.0;2.0;;25.0;11.62066667;1.143583333;;23.0;31.26884058;5.84925;;18.0;5.84925;8.0;2.0;9.090909091;36.36363636;9.090909091;31.81818182;;4.545454545
2018-01;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;186.0;271.0;0.0;;46.0;13.59311594;2.047478475;NC; 36.0 ;39.0712963;5.813653137;;26.0;5.813653137;17.0;5.0;14.70588235;26.47058824;20.58823529;32.35294118;5.882352941;0.0
2018-01;National;PARIS LYON;PERPIGNAN;308.0;145.0;0.0;;29.0;14.50517241;2.528045977;;23.0;;8.224597701;;23.0;8.224597701;12.0;3.0;13.63636364;59.09090909;9.090909091;18.18181818;0.0;0.0
2018-01;National;PERPIGNAN;PARIS LYON;305.0;166.0;0.0;;54.0;10.13395062;3.402;;36.0;48.68425926;10.48413655;Dérangement de commutateur sur LN1 vers Tonnerre;36.0;10.48413655;;9.0;20.68965517;41.37931034;10.34482759;27.5862069;0.0;0.0
2018-01;National;VALENCE ALIXAN TGV;PARIS LYON;132.0;280.0;2.0;N/A;130.0;11.22217949;5.252158273;;48.0;39.12465278;5.893585132;;45.0;5.893585132;21.0;7.0;17.5;37.5;12.5;25.0;2.5;5.0
2018-01;International;STUTTGART;PARIS EST;185.0;154.0;5.0;Non communiqué;124.0;4.631989247;3.918232662;;12.0;34.57777778;4.045525727;Non communiqué;12.0;4.045525727;4.0;1.0;41.66666667;25.0;0.0;16.66666667;0.0;16.66666667
2018-01;National;LYON PART DIEU;RENNES;232.0;88.0;2.0;;50.0;7.033666667;4.213372093;;20.0;36.05;10.8255814;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn) ";20.0;10.826;9.0;2.0;10.52631579;63.15789474;;15.78947368;0.0;0.0
2018-01;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;90.0;385.0;3.0;;49.0;8.362585034;0.730104712;;52.0;19.84358974;4.24943281;;22.0;4.24943281;8.0;1.0;21.42857143;23.80952381;21.42857143;23.80952381;9.523809524;0.0
2018-01;National;PARIS MONTPARNASSE;ANGOULEME;126.0;239.0;4.0;;36.0;6.347685185;0.751560284;;28.0;18.02202381;4.113191489;;15.0;4.113191489;3.0;0.0;15.38461538;38.46153846;19.23076923;23.07692308;3.846153846;0.0
2018-01;National;PARIS MONTPARNASSE;BREST;223.0;281.0;1.0;;39.0;8.1;0.75172619;;19.0;46.57894737;4.860714286;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";19.0;4.826241135;7.0;4.0;21.05263158;47.36842105;10.52631579;21.05263158;0.0;0.0
2018-01;National;PARIS MONTPARNASSE;QUIMPER;220.0;248.0;1.0;;37.0;9.501351351;1.003981107;;26.0;55.69230769;7.578947368;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";26.0;7.548387097;;7.0;26.92307692;38.46153846;15.38461538;19.23076923;0.0;0.0
2018-01;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;;391.0;2.0;;61.0;7.796994536;0.88688946;;;12.40516432;3,35;;17.0;3.346486718;6.0;0.0;21.21212121;42.42424242;9.090909091;21.21212121;6.060606061;0.0
2018-01;National;PARIS MONTPARNASSE;TOURS;72.0;;0.0;;30.0;9.582777778;1.09390681;;48;12.23125;4.334856631;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";;4.334856631;;0.0;19.23076923;46.15384615;11.53846154;19.23076923;3.846153846;0.0
2018-01;National;RENNES;PARIS MONTPARNASSE;99.0;599.0;4.0;;238.0;7.589985994;3.0667507;;148.0;18.50022523;5.850420168;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";51.0;5.840604027;16.0;6.0;20.23809524;35.71428571;17.85714286;16.66666667;4.761904762;4.761904762
2018-01;National;METZ;PARIS EST;85.0;307.0;1.0;Non communiqué;128.0;8.046614583;3.431263617;;64.0;14.51614583;3.320098039;;17.0;3.320098039;8.0;0.0;18.91891892;8.108108108;37.83783784;29.72972973;2.702702703;2.702702703
2018-01;National;NANCY;PARIS EST;93.0;306.0;1.0;;71.0;8.252347418;1.981857923;;33.0;15.96212121;1.192568306;;13.0;1.192568306;5.0;0.0;21.05263158;21.05263158;36.84210526;10.52631579;5.263157895;5.263157895
2018-01;National;NANTES;STRASBOURG;303.0;39.0;0.0;;22.0;2.835606061;;;5.0;32.98666667;5.741025641;;5.0;5.741025641;2.0;1.0;0.0;0.0;33.33333333;33.33333333;0.0;33.33333333
2018-01;National;PARIS EST;REIMS;45.0 min;218.0;1.0;;34.0;5,49;0.79078341;NC;21.0;12.04126984;1.435560676;;6.0;1.435560676;0.0;0.0;18.75;12.5;6.25;18.75;43.75;0.0
2018-01;National;LILLE;LYON PART DIEU;190.0;292.0;8.0;;122.0;10.04112022;4.375234742;;36.0;56.1587963;7.582805164;;31.0;7.582805164;22.0;13.0;40.0;30.0;5.0;20.0;5.0;0.0
2018-01;National;PARIS NORD;LILLE;64.0;568.0;5.0;;98.0;8.828911565;1.499230314;;97.0;21.02491409;4.133274127;;40.0;4.133274127;15.0;6.0;38.0952381;21.42857143;9.523809524;21.42857143;9.523809524;0.0
2018-01;National;BORDEAUX ST JEAN;TOURCOING;301.0;31.0;0.0;;13.0;2.755128205;1,18;;3.0;43.33333333;6.548387097;"7660 du 7 +42: Dérangemetn d'insta MPW
7660 du 26 +68: Soin matériel roulant";;6.548387097;2.0;1.0;0.0;33.33333333;66.66666667;0.0;0.0;0.0
2018-01;National;NANTES;PARIS VAUGIRARD;143.0;62.0;0.0;;15.0;13.87111111;3.647043011;;6.0;47.28055556;5.310215054;;5.0;5.310215054;3.0;1.0;0.0;50.0;0.0;16.66666667;16.66666667;16.66666667
01-2018;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;81.0;224.0;1.0;;127.0;9.929527559;5.652989537;;45.0;21.40037037;3.624588939;;22.0;3.624588939;9.0;2.0;26.19047619;16.66666667;30.95238095;16.66666667;9.523809524;0.0
2018-01;National;MARNE LA VALLEE;LYON PART DIEU;;335.0;9.0;;212.0;12.49591195;8.241411043;;59.0;45.52118644;8.487218814;"7808 du 10 + 39: Attente client à MSC du 6806
7819 du 6 +66: Dérangement d'installations (perte de commande PRS 25)
7819 du 8 +81: Détresse Matériel Roulant 
7819 du 28 +44: Soin Matériel Roulant au 7810";43.0;8.487218814;29.0;17.0;31.25;31.25;;18.75;6.25;0.0
2018-01;National;NICE VILLE;PARIS LYON; 346.0 ;197.0;0.0;;84.0;9.961309524;4.370642978;;33.0;46.82525253;8.570981387;;33.0;8.570981387;20.0;8.0;38.70967742;25.80645161;9.677419355;19.35483871;0.0;6.451612903
2018-01;National;PARIS LYON;BELLEGARDE (AIN);160.0;231.0;2.0;;34.0;5.780882353;0.563464338;;64.0;36.38802083;11.86091703;;49.0;11.86091703;24.0;10.0;40,0;25.45454545;25.45454545;5.454545455;3.636363636;0.0
2018-01;National;PARIS LYON;GRENOBLE;180.0;262.0;0.0;;40.0;9.715;1.226208651;;40.0;34.38666667;6.618193384;;32.0;6.618193384;15.0;8.0;15.385;25.64102564;28.20512821;28.20512821;2.564102564;0.0
2018-01;National;PARIS LYON;MONTPELLIER;209.0;294.0;0.0;;47.0;12.22801418;1.626247166;;37.0;39.01036036;4.363038549;;37.0;4.363038549;19.0;6.0;25.71428571;45.71428571;11.42857143;14.28571429;2.857142857;0.0
2018-01;National;PARIS LYON;NICE VILLE;349.0;196.0;2.0;;24.0;14.0125;1.394415808;Non communiqué;25.0;48.57733333;7.979810997;Dérangement de commutateur sur LN1 vers Tonnerre;25.0;7.979810997;15.0;;60.86956522;21.73913043;;13.04347826;4.347826087;0.0
2018-01;International;ITALIE;PARIS LYON;439.0 min;95.0;1.0;;79.0;5.829113924;4.962765957;;34.0;41.40931373;17.09184397;;34.0;17.09184397;12.0;7.0;;17.64705882;41.17647059;17.64705882;0.0;0.0
2018-01;International;LAUSANNE;PARIS LYON;219.0;144.0;3.0;;110.0;3.083181818;2.491489362;;21.0;30.352;4.70248227;;22.0;4.70248227;9.0;2.0;28.57142857;14.28571429;33.33333333;9.523809524;0.0;14.28571429
2018-01;International;PARIS LYON;ZURICH;241.0;153.0;3.0;;25.0;8.94;1.232333333;;28.0;34.30357143;7.782444444;;;7.782444444;11.0;;17.85714286;21.42857143;25.0;21.42857143;3.571428571;10.71428571
2018-01;International;PARIS LYON;BARCELONA;387.0;62.0;0.0;;16.0;11.94479167;2.667741935;;8.0;49.5; 8.55 ;;8.0;8.548387097;4.0;1.0;12.5;37.5;25.0;25.0;0.0;0.0
2018-01;National;ANGOULEME;PARIS MONTPARNASSE;125.0;270.0;4.0;;135.0;5.710123457;2.971365915;;56.0;21.19821429;6.464974937;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";33.0;6.464974937;9.0;0.0;26.92307692;42.30769231;9.615384615;15,38;3.846153846;1.923076923
2018/01;National;BREST;PARIS MONTPARNASSE;225.0;284.0;3.0;;4;2.25;0.03202847;;19.0;39.18333333;5.389501779;;19.0;5.370390071;5.0;2.0;33.33333333;53.33333333;0.0;13.33333333;0.0;0.0
2018-01;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;165.0;222.0;0.0;;8.0;2.875;0.095795796;;34.0;21.52401961;5.696096096;;22.0;5.696096096;5.0;0.0;15.38461538;30.76923077;38.46153846;11.53846154;3.846153846;0.0
