Date,Service,Gare de départ,Gare d'arrivée,Durée moyenne du trajet,Nombre de circulations prévues,Nombre de trains annulés,Commentaire annulations,Nombre de trains en retard au départ,Retard moyen des trains en retard au départ,Retard moyen de tous les trains au départ,Commentaire retards au départ,Nombre de trains en retard à l'arrivée,Retard moyen des trains en retard à l'arrivée,Retard moyen de tous les trains à l'arrivée,Commentaire retards à l'arrivée,Nombre trains en retard > 15min,Retard moyen trains en retard > 15 (si liaison concurrencée par vol),Nombre trains en retard > 30min,Nombre trains en retard > 60min,Prct retard pour causes externes,Prct retard pour cause infrastructure,Prct retard pour cause gestion trafic,Prct retard pour cause matériel roulant,Prct retard pour cause gestion en gare et réutilisation de matériel,"Prct retard pour cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Year,Month
2018-01-01,National,LILLE,PARIS NORD,63.0,579,9,,164,8.22195122,2.344327485,,101,22.20577558,4.229619883,,38,4.222212493,17,10,36.23188406,8.695652174,21.73913043,23.1884058,5.797101449,4.347826087,2018.0,1.0
2018-01-01,National,LILLE,MARSEILLE ST CHARLES,307.0,190,4,,50,7.381333333,2.043458781,,35,44.1152381,9.938261649,,35,9.938261649,13,7,57.14285714,19.04761905,4.761904762,9.523809524,4.761904762,4.761904762,2018.0,1.0
2018-01-01,National,PARIS NORD,DUNKERQUE,116.0,271,3,,46,11.2365942,1.797636816,,29,28.68965517,3.73880597,,18,3.73880597,9,4,35.71428571,28.57142857,7.142857143,25.0,3.571428571,0.0,2018.0,1.0
2018-01-01,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,402,0,,117,6.625641026,2.005431177,,37,35.97432432,4.417205638,,37,4.417205638,19,7,42.85714286,22.85714286,8.571428571,22.85714286,0.0,2.857142857,2018.0,1.0
2018-01-01,National,ANNECY,PARIS LYON,224.0,,0,,12,8.070833333,0.489141414,,38,37.24605263,8.552525253,,38,8.552525253,14,5,23.80952381,42.85714286,9.523809524,14.28571429,4.761904762,4.761904762,2018.0,1.0
,National,GRENOBLE,PARIS LYON,265.2,245,0,-,247,8.027027027,1.212244898,,23,46.31449275,6.123741497,Le 9760 heurte un chevreuil vers Le-Creusot-Montchanin-TGV,25,9.47,13,6,17.64705882,52.94117647,0.0,23.52941176,5.882352941,0.0,,
2018-01-01,National,LYON PART DIEU,MARNE LA VALLEE,109.0,316,3,,221,10.31432881,7.273375932,,64,37.121875,7.814643237,,53,7.814643237,27,10,18.36734694,34.69387755,12.24489796,20.40816327,6.12244898,8.163265306,2018.0,1.0
2018-01-01,National,MACON LOCHE,PARIS LYON,99.0,,1,,153,11.77625272,8.031622024,,49,26.26054422,,,38,6.021279762,10,1,16.21621622,27.02702703,32.43243243,21.62162162,2.702702703,0.0,2018.0,1.0
2018-01-01,National,MARSEILLE ST CHARLES,LYON PART DIEU,106.0,557,7,,133,6.978195489,,,60,28.92,5.195333333,,40,5.195333333,19,5,23.07692308,23.07692308,19.23076923,23.07692308,3.846153846,7.692307692,2018.0,1.0
2018-01-01,National,MONTPELLIER,PARIS LYON,206.0,,,,122,10.99180328,4.073619329,,58,44.75574713,7.465581854,Heurt d’un chevreuil par OUIGO 7801 vers Valence-TGV,58,7.465581854,31,11,22.0,38.0,12.0,22.0,2.0,4.0,2018.0,1.0
2018-01-01,National,PARIS LYON,MARSEILLE ST CHARLES,,482,2,,51,13.03660131,1.0721875,,43,41.65620155,5.045868056,Dérangement de commutateur sur LN1 vers Tonnerre,43,5.045868056,20,8,41.02564103,30.76923077,12.82051282,15.38461538,0.0,0.0,2018.0,1.0
2018-01-01,International,BARCELONA,PARIS LYON,390.0,35,0,,10,1.4,0.314285714,,7,57.67619048,9.219047619,,7,9.219047619,3,3,14.28571429,14.28571429,14.28571429,57.143,0.0,0.0,2018.0,1.0
2018-01-01,International,FRANCFORT,PARIS EST,224.0,177,3,,43,4.619767442,1.339750958,,26,25.86153846,6.438984674,,25,6.438984674,6,,30.76923077,15.38461538,23.07692308,15.38461538,7.692307692,7.692307692,2018.0,1.0
2018-01-01,International,MADRID,MARSEILLE ST CHARLES,481.0,16,1,,6,3.5,1.0,,3,20.27222222,7.255555556,,3,7.255555556,0,0,0.0,0.0,66.66666667,33.33333333,0.0,0.0,2018.0,1.0
2018-01-01,International,PARIS LYON,ITALIE,394.0,94,0,,27,11.2617284,2.997695035,,22,55.68181818,11.60106383,,22,11.60106383,15,6,33.33333333,19.04761905,23.80952381,,9.523809524,0.0,2018.0,1.0
2018-01-01,International,PARIS LYON,LAUSANNE,222.0,151,2,NC,10,10.91166667,0.368008949,,20,33.67583333,6.025838926,,20,6.025838926,6,2,31.57894737,26.31578947,31.57894737,5.263157895,0.0,5.263157895,2018.0,1.0
2018-01-01,National,PARIS MONTPARNASSE,LAVAL,84.0,217,0,,32,11.609375,1.455760369,,66,15.13434343,5.82281106,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",16,5.82281106,5,2,24.24242424,54.54545455,3.03030303,12.12121212,3.03030303,3.03030303,2018.0,1.0
2018-01-01,National,PARIS MONTPARNASSE,VANNES,152.0,253,,,38,9.746929825,1.055026455,,39,40.30769231,7.77281746,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn) ",27,7.742094862,16,8,25.64102564,38.46153846,12.82051282,17.94871795,0.0,5.128205128,2018.0,1.0
2018-01-01,National,ST PIERRE DES CORPS,PARIS MONTPARNASSE,61.0,410,1,,173,6.719267823,2.954808476,-,114,,4.359739201,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",26,4.359739201,9,0,22.72727273,45.45454545,,,1.515151515,1.515151515,2018.0,1.0
2018-01-01,National,TOURS,PARIS MONTPARNASSE,75.0,194,0,,12,5.727777778,0.333075601,,35,11.13142857,2.929295533,,7,2.929295533,1,0,25.0,56.25,6.25,12.5,0.0,0.0,2018.0,1.0
2018-01-01,National,PARIS EST,METZ,84.0,310,0,,41,6.409349593,0.823548387,,24,11.88888889,0.76,,7,0.76,1,0,26.66666667,6.666666667,13.33333333,40.0,13.33333333,0.0,2018.0,1.0
2018-01-01,National,LYON PART DIEU,LILLE,189.0,296,3,,218,10.35810398,7.809613197,,67,44.43731343,12.04897611,"Deux accidents de personne  se sont produits sur le secteur Nord, l’un à Fresnoy avec un train Eurostar le 16, et l’autre près de Lille Europe le 25 avec un train Ouigo. 
Aussi en matière de causes retards, le domaine « Externe réseau » est bien le plus marquant avec quasiment cinq points, représentant le tiers de l’irrégularité totale. Et pour les résultats composite et cinq minutes du mois, cela correspond à une baisse d’au moins deux points.
La cause des dérangements se place en seconde position mais avec un taux bien limité, exemple de l’Incident JIC* de Pierrefitte le 10 qui a concerné 14 TGV.",64,12.04897611,35,12,30.76923077,32.69230769,9.615384615,17.30769231,3.846153846,5.769230769,2018.0,1.0
2018-01-01,National,PARIS NORD,DOUAI,69.0,192,2,,29,10.39367816,1.437105263,,30,19.24777778,2.288070175,,11,2.288070175,5,3,37.5,33.33333333,12.5,12.5,4.166666667,0.0,2018.0,1.0
2018-01-01,National,PARIS VAUGIRARD,BORDEAUX ST JEAN,165.0,63,1,,12,22.31805556,3.89327957,,5,44.55,3.429569892,,4,3.429569892,3,1,60.0,0.0,,40.0,,0.0,2018.0,1.0
2018-01-01,National,PARIS VAUGIRARD,NANTES,140.0,62,0,Non communiqué,15,11.64111111,2.522043011,,10,34.23166667,7.565591398,,6,7.565591398,3,3,30.0,30.0,20.0,10.0,10.0,0.0,2018.0,1.0
2018-01-01,National,RENNES,PARIS VAUGIRARD,111.0,31,0,,7,2.857142857,,,2,24.33333333,3.160752688,,2,3.160752688,0,0,50.0,0.0,50.0,0.0,0.0,0.0,2018.0,1.0
2018-01-01,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.0,205,,,27,6.514197531,0.50990099,,15,25.29444444,1.401320132,,9,1.401320132,3,2,30.76923077,23.07692308,23.077,0.0,7.692307692,15.38461538,2018.0,1.0
2018-01-01,National,DIJON VILLE,PARIS LYON,98.0,451,7,,264,6.674873737,4.068093093,,42,28.48611111,2.398836336,Non communiqué,29,2.398836336,,5,25.0,12.5,40.0,7.5,2.5,12.5,2018.0,1.0
2018-01-01,National,MARSEILLE ST CHARLES,PARIS LYON,202.0,431,0,,85,8.292352941,1.546017015,,40,35.71166667,4.270301624,,40,4.270301624,19,8,39.47368421,21.05263158,10.52631579,26.31578947,0.0,2.631578947,2018.0,1.0
2018-01-01,National,PARIS LYON,AVIGNON TGV,159.0,462,0,,48,11.04236111,0.855627706,,64,31.44114583,5.880880231,,45,5.880880231,19,8,30.15873016,25.3968254,19.04761905,22.22222222,3.174603175,0.0,2018.0,1.0
2018-01-01,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.0,202,2,,25,11.62066667,1.143583333,,23,31.26884058,5.84925,,18,5.84925,8,2,9.090909091,36.36363636,9.090909091,31.81818182,,4.545454545,2018.0,1.0
2018-01-01,National,PARIS LYON,CHAMBERY CHALLES LES EAUX,186.0,271,0,,46,13.59311594,2.047478475,NC,36,39.0712963,5.813653137,,26,5.813653137,17,5,14.70588235,26.47058824,20.58823529,32.35294118,5.882352941,0.0,2018.0,1.0
2018-01-01,National,PARIS LYON,PERPIGNAN,308.0,145,0,,29,14.50517241,2.528045977,,23,,8.224597701,,23,8.224597701,12,3,13.63636364,59.09090909,9.090909091,18.18181818,0.0,0.0,2018.0,1.0
2018-01-01,National,PERPIGNAN,PARIS LYON,305.0,166,0,,54,10.13395062,3.402,,36,48.68425926,10.48413655,Dérangement de commutateur sur LN1 vers Tonnerre,36,10.48413655,,9,20.68965517,41.37931034,10.34482759,27.5862069,0.0,0.0,2018.0,1.0
2018-01-01,National,VALENCE ALIXAN TGV,PARIS LYON,132.0,280,2,,130,11.22217949,5.252158273,,48,39.12465278,5.893585132,,45,5.893585132,21,7,17.5,37.5,12.5,25.0,2.5,5.0,2018.0,1.0
2018-01-01,International,STUTTGART,PARIS EST,185.0,154,5,Non communiqué,124,4.631989247,3.918232662,,12,34.57777778,4.045525727,Non communiqué,12,4.045525727,4,1,41.66666667,25.0,0.0,16.66666667,0.0,16.66666667,2018.0,1.0
2018-01-01,National,LYON PART DIEU,RENNES,232.0,88,2,,50,7.033666667,4.213372093,,20,36.05,10.8255814,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn) ",20,10.826,9,2,10.52631579,63.15789474,,15.78947368,0.0,0.0,2018.0,1.0
2018-01-01,National,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.0,385,3,,49,8.362585034,0.730104712,,52,19.84358974,4.24943281,,22,4.24943281,8,1,21.42857143,23.80952381,21.42857143,23.80952381,9.523809524,0.0,2018.0,1.0
2018-01-01,National,PARIS MONTPARNASSE,ANGOULEME,126.0,239,4,,36,6.347685185,0.751560284,,28,18.02202381,4.113191489,,15,4.113191489,3,0,15.38461538,38.46153846,19.23076923,23.07692308,3.846153846,0.0,2018.0,1.0
2018-01-01,National,PARIS MONTPARNASSE,BREST,223.0,281,1,,39,8.1,0.75172619,,19,46.57894737,4.860714286,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",19,4.826241135,7,4,21.05263158,47.36842105,10.52631579,21.05263158,0.0,0.0,2018.0,1.0
2018-01-01,National,PARIS MONTPARNASSE,QUIMPER,220.0,248,1,,37,9.501351351,1.003981107,,26,55.69230769,7.578947368,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",26,7.548387097,,7,26.92307692,38.46153846,15.38461538,19.23076923,0.0,0.0,2018.0,1.0
2018-01-01,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,,391,2,,61,7.796994536,0.88688946,,,12.40516432,,,17,3.346486718,6,0,21.21212121,42.42424242,9.090909091,21.21212121,6.060606061,0.0,2018.0,1.0
2018-01-01,National,PARIS MONTPARNASSE,TOURS,72.0,,0,,30,9.582777778,1.09390681,,48,12.23125,4.334856631,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",,4.334856631,,0,19.23076923,46.15384615,11.53846154,19.23076923,3.846153846,0.0,2018.0,1.0
2018-01-01,National,RENNES,PARIS MONTPARNASSE,99.0,599,4,,238,7.589985994,3.0667507,,148,18.50022523,5.850420168,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",51,5.840604027,16,6,20.23809524,35.71428571,17.85714286,16.66666667,4.761904762,4.761904762,2018.0,1.0
2018-01-01,National,METZ,PARIS EST,85.0,307,1,Non communiqué,128,8.046614583,3.431263617,,64,14.51614583,3.320098039,,17,3.320098039,8,0,18.91891892,8.108108108,37.83783784,29.72972973,2.702702703,2.702702703,2018.0,1.0
2018-01-01,National,NANCY,PARIS EST,93.0,306,1,,71,8.252347418,1.981857923,,33,15.96212121,1.192568306,,13,1.192568306,5,0,21.05263158,21.05263158,36.84210526,10.52631579,5.263157895,5.263157895,2018.0,1.0
2018-01-01,National,NANTES,STRASBOURG,303.0,39,0,,22,2.835606061,,,5,32.98666667,5.741025641,,5,5.741025641,2,1,0.0,0.0,33.33333333,33.33333333,0.0,33.33333333,2018.0,1.0
2018-01-01,National,PARIS EST,REIMS,,218,1,,34,,0.79078341,NC,21,12.04126984,1.435560676,,6,1.435560676,0,0,18.75,12.5,6.25,18.75,43.75,0.0,2018.0,1.0
2018-01-01,National,LILLE,LYON PART DIEU,190.0,292,8,,122,10.04112022,4.375234742,,36,56.1587963,7.582805164,,31,7.582805164,22,13,40.0,30.0,5.0,20.0,5.0,0.0,2018.0,1.0
2018-01-01,National,PARIS NORD,LILLE,64.0,568,5,,98,8.828911565,1.499230314,,97,21.02491409,4.133274127,,40,4.133274127,15,6,38.0952381,21.42857143,9.523809524,21.42857143,9.523809524,0.0,2018.0,1.0
2018-01-01,National,BORDEAUX ST JEAN,TOURCOING,301.0,31,0,,13,2.755128205,,,3,43.33333333,6.548387097,"7660 du 7 +42: Dérangemetn d'insta MPW
7660 du 26 +68: Soin matériel roulant",,6.548387097,2,1,0.0,33.33333333,66.66666667,0.0,0.0,0.0,2018.0,1.0
2018-01-01,National,NANTES,PARIS VAUGIRARD,143.0,62,0,,15,13.87111111,3.647043011,,6,47.28055556,5.310215054,,5,5.310215054,3,1,0.0,50.0,0.0,16.66666667,16.66666667,16.66666667,2018.0,1.0
,National,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.0,224,1,,127,9.929527559,5.652989537,,45,21.40037037,3.624588939,,22,3.624588939,9,2,26.19047619,16.66666667,30.95238095,16.66666667,9.523809524,0.0,,
2018-01-01,National,MARNE LA VALLEE,LYON PART DIEU,,335,9,,212,12.49591195,8.241411043,,59,45.52118644,8.487218814,"7808 du 10 + 39: Attente client à MSC du 6806
7819 du 6 +66: Dérangement d'installations (perte de commande PRS 25)
7819 du 8 +81: Détresse Matériel Roulant 
7819 du 28 +44: Soin Matériel Roulant au 7810",43,8.487218814,29,17,31.25,31.25,,18.75,6.25,0.0,2018.0,1.0
2018-01-01,National,NICE VILLE,PARIS LYON,346.0,197,0,,84,9.961309524,4.370642978,,33,46.82525253,8.570981387,,33,8.570981387,20,8,38.70967742,25.80645161,9.677419355,19.35483871,0.0,6.451612903,2018.0,1.0
2018-01-01,National,PARIS LYON,BELLEGARDE (AIN),160.0,231,2,,34,5.780882353,0.563464338,,64,36.38802083,11.86091703,,49,11.86091703,24,10,,25.45454545,25.45454545,5.454545455,3.636363636,0.0,2018.0,1.0
2018-01-01,National,PARIS LYON,GRENOBLE,180.0,262,0,,40,9.715,1.226208651,,40,34.38666667,6.618193384,,32,6.618193384,15,8,15.385,25.64102564,28.20512821,28.20512821,2.564102564,0.0,2018.0,1.0
2018-01-01,National,PARIS LYON,MONTPELLIER,209.0,294,0,,47,12.22801418,1.626247166,,37,39.01036036,4.363038549,,37,4.363038549,19,6,25.71428571,45.71428571,11.42857143,14.28571429,2.857142857,0.0,2018.0,1.0
2018-01-01,National,PARIS LYON,NICE VILLE,349.0,196,2,,24,14.0125,1.394415808,Non communiqué,25,48.57733333,7.979810997,Dérangement de commutateur sur LN1 vers Tonnerre,25,7.979810997,15,,60.86956522,21.73913043,,13.04347826,4.347826087,0.0,2018.0,1.0
2018-01-01,International,ITALIE,PARIS LYON,,95,1,,79,5.829113924,4.962765957,,34,41.40931373,17.09184397,,34,17.09184397,12,7,,17.64705882,41.17647059,17.64705882,0.0,0.0,2018.0,1.0
2018-01-01,International,LAUSANNE,PARIS LYON,219.0,144,3,,110,3.083181818,2.491489362,,21,30.352,4.70248227,,22,4.70248227,9,2,28.57142857,14.28571429,33.33333333,9.523809524,0.0,14.28571429,2018.0,1.0
2018-01-01,International,PARIS LYON,ZURICH,241.0,153,3,,25,8.94,1.232333333,,28,34.30357143,7.782444444,,,7.782444444,11,,17.85714286,21.42857143,25.0,21.42857143,3.571428571,10.71428571,2018.0,1.0
2018-01-01,International,PARIS LYON,BARCELONA,387.0,62,0,,16,11.94479167,2.667741935,,8,49.5,8.55,,8,8.548387097,4,1,12.5,37.5,25.0,25.0,0.0,0.0,2018.0,1.0
2018-01-01,National,ANGOULEME,PARIS MONTPARNASSE,125.0,270,4,,135,5.710123457,2.971365915,,56,21.19821429,6.464974937,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",33,6.464974937,9,0,26.92307692,42.30769231,9.615384615,,3.846153846,1.923076923,2018.0,1.0
,National,BREST,PARIS MONTPARNASSE,225.0,284,3,,4,2.25,0.03202847,,19,39.18333333,5.389501779,,19,5.370390071,5,2,33.33333333,53.33333333,0.0,13.33333333,0.0,0.0,,
2018-01-01,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165.0,222,0,,8,2.875,0.095795796,,34,21.52401961,5.696096096,,22,5.696096096,5,0,15.38461538,30.76923077,38.46153846,11.53846154,3.846153846,0.0,2018.0,1.0
,National,NANTES,PARIS MONTPARNASSE,128.0,525,3,,193,7.294991364,2.720210728,,84,33.48115079,7.225734355,,56,7.225734355,29,11,37.33333333,26.66666667,21.33333333,4.0,9.333333333,1.333333333,,
2018-01-01,National,PARIS MONTPARNASSE,BORDEAUX ST JEAN,143.0,775,7,,148,9.377815315,1.582530382,,79,25.47911392,2.546961806,,45,2.546961806,21,4,21.66666667,25.0,11.66666667,40.0,1.666666667,0.0,2018.0,1.0
